-442, -27, 116
-,-,-
-1422, 291, 720
-1397, 227, 654
-1349, 158, 617
-1283, 151, 623
-1226, 154, 603
-1213, 124, 571
-1222, 91, 524
-1197, 60, 478
-1130, 57, 456
-1046, 81, 456
-1046, 81, 456
-963, 115, 437
-911, 112, 417
-864, 72, 366
-821, 43, 230
-846, 31, 115
-878, 46, 107
-878, 46, 107
-906, 43, 161
-952, 15, 220
-1023, -40, 232
-1047, -74, 214
-983, -65, 230
-822, 4, 274
-,-,-
-1538, -18, 637
-1442, 0, 605
-1351, 13, 560
-1243, 22, 525
-1161, 1, 493
-1129, -33, 430
-1129, -33, 430
-1113, -24, 384
-1070, -20, 360
-1047, -26, 355
-1023, -11, 321
-1009, -8, 296
-990, 0, 274
-929, 19, 235
-897, -4, 205
-897, -4, 201
-893, -22, 201
-867, -20, 188
-830, -10, 171
-810, -10, 185
-779, -26, 232
-715, -20, 264
-,-,-
-1585, 76, 565
-1614, 68, 649
-1630, 83, 731
-1630, 83, 731
-1565, 138, 793
-1537, 179, 817
-1491, 177, 779
-1423, 135, 722
-1344, 106, 656
-1253, 88, 577
-1169, 77, 486
-1096, 61, 408
-1074, 11, 352
-1045, -10, 338
-969, 16, 359
-969, 16, 359
-897, 53, 396
-843, 83, 394
-862, 99, 372
-927, 40, 368
-978, -17, 362
-978, -17, 362
-980, -48, 343
-930, -38, 314
-849, -15, 290
-800, 3, 299
-,-,-
-1290, 69, 704
-1264, 137, 705
-1167, 142, 715
-1139, 109, 656
-1087, 96, 602
-1058, 89, 602
-1054, 85, 632
-1054, 85, 632
-1048, 68, 635
-1030, 55, 606
-1005, 63, 545
-995, 63, 466
-990, 37, 419
-994, 18, 406
-994, 18, 406
-961, 28, 420
-938, 49, 432
-937, 38, 406
-931, 17, 362
-897, -33, 353
-828, -10, 324
-828, -10, 324
-772, 3, 306
-723, 2, 271
-,-,-
-962, 101, 679
-981, 88, 680
-967, 123, 637
-967, 123, 637
-981, 185, 617
-1031, 175, 676
-1121, 170, 743
-1347, 191, 783
-1638, 200, 797
-1874, 97, 830
-1964, -6, 915
-1905, -6, 1007
-1724, 84, 1057
-1479, 192, 1064
-1246, 237, 1018
-1107, 169, 990
-1072, 98, 888
-1072, 98, 888
-1051, 51, 754
-1024, 0, 650
-981, -83, 600
-911, -113, 591
-788, -16, 548
-659, 58, 513
-572, 62, 450
-572, 62, 450
-521, 8, 378
-424, -31, 316
-303, -37, 271
-,-,-
-1155, 44, 651
-1122, 98, 658
-1136, 95, 668
-1194, 47, 701
-1275, 56, 724
-1275, 56, 724
-1369, 57, 736
-1491, 47, 780
-1574, 27, 829
-1584, 47, 857
-1506, 84, 888
-1397, 137, 928
-1304, 154, 958
-1217, 144, 909
-1124, 117, 789
-1011, 88, 665
-1011, 88, 665
-889, 93, 586
-775, 65, 510
-670, 68, 448
-620, 41, 413
-577, 27, 383
-577, 27, 383
-511, 30, 352
-472, 25, 314
-458, 0, 263
-429, -32, 250
-,-,-
-1307, 173, 906
-1368, 192, 980
-1432, 241, 1020
-1479, 269, 1108
-1489, 212, 1164
-1390, 186, 1144
-1221, 232, 1080
-1059, 279, 1006
-941, 291, 922
-941, 291, 922
-892, 243, 852
-900, 167, 761
-894, 101, 641
-872, 61, 535
-856, 28, 498
-819, 49, 523
-773, 49, 545
-773, 87, 545
-751, 102, 518
-788, 90, 473
-837, 50, 438
-815, 43, 451
-737, 71, 478
-737, 71, 478
-667, 89, 478
-606, 77, 471
-540, 61, 437
-475, 43, 400
-412, 17, 362
-,-,-
-1116, 298, 786
-1390, 181, 780
-1619, 54, 769
-1662, 18, 819
-1598, 45, 888
-1472, 122, 961
-1347, 193, 971
-1257, 195, 928
-1190, 175, 897
-1141, 160, 897
-1126, 125, 885
-1113, 103, 840
-1061, 86, 787
-1061, 86, 787
-1007, 75, 721
-978, 66, 651
-977, 29, 616
-940, 35, 608
-888, 45, 592
-869, 39, 549
-869, 39, 549
-849, 31, 466
-824, 28, 382
-784, 17, 345
-737, 26, 343
-737, 26, 343
-696, 34, 357
-656, 23, 381
-577, 12, 428
-510, -16, 460
-438, -34, 407
-,-,-
-1095, 80, 897
-1184, 69, 1066
-1288, 65, 1126
-1371, 111, 1125
-1420, 118, 1139
-1408, 154, 1171
-1339, 184, 1174
-1269, 178, 1118
-1181, 137, 1017
-1105, 119, 900
-1029, 91, 787
-989, 30, 733
-989, 30, 733
-945, 30, 687
-881, 44, 657
-827, 47, 652
-781, 60, 625
-761, 51, 551
-761, 51, 551
-736, 37, 485
-732, 12, 445
-703, 0, 408
-660, 10, 393
-618, 9, 401
-618, 9, 401
-574, -20, 406
-542, -63, 406
-498, -96, 394
-453, -126, 363
-,-,-
-1238, 52, 1004
-1293, 103, 1090
-1330, 133, 1214
-1347, 113, 1278
-1345, 140, 1294
-1329, 115, 1277
-1233, 108, 1223
-1124, 119, 1154
-1061, 65, 1073
-1001, 51, 969
-1001, 51, 969
-978, 42, 891
-955, 24, 838
-924, 39, 757
-876, 53, 667
-857, 49, 604
-857, 49, 604
-870, 20, 605
-850, 10, 615
-805, 18, 647
-767, 40, 662
-754, 33, 642
-754, 33, 642
-750, -3, 602
-706, -40, 539
-624, -64, 484
-506, -58, 490
-382, -12, 505
-312, 8, 528
-312, 8, 528
-264, -9, 519
-,-,-
-1049, 101, 933
-1171, 104, 989
-1263, 101, 1060
-1335, 91, 1169
-1329, 142, 1282
-1293, 220, 1370
-1253, 247, 1429
-1201, 267, 1450
-1152, 229, 1411
-1109, 167, 1344
-1050, 146, 1261
-992, 144, 1189
-918, 130, 1111
-874, 95, 1025
-834, 85, 937
-794, 99, 861
-794, 99, 861
-780, 94, 798
-740, 108, 696
-693, 84, 604
-640, 59, 536
-585, 85, 486
-585, 85, 486
-559, 77, 475
-537, 59, 470
-517, 46, 432
-512, 32, 377
-490, 4, 325
-490, 4, 325
-458, -36, 290
-404, -40, 246
-,-,-
-1236, 87, 1268
-1281, 68, 1314
-1290, 87, 1418
-1244, 134, 1416
-1180, 159, 1311
-1099, 129, 1202
-1014, 91, 1145
-926, 84, 1080
-843, 104, 998
-804, 98, 912
-793, 84, 806
-791, 71, 733
-791, 71, 733
-782, 50, 734
-766, 61, 733
-749, 89, 713
-767, 112, 640
-791, 101, 536
-806, 56, 494
-806, 56, 494
-768, 40, 491
-712, 38, 465
-692, 4, 402
-663, -51, 306
-611, -99, 251
-611, -99, 251
-531, -129, 289
-,-,-
-1244, 153, 1082
-1401, 181, 1077
-1543, 206, 1145
-1600, 170, 1218
-1571, 131, 1254
-1473, 121, 1277
-1331, 145, 1265
-1197, 152, 1211
-1102, 128, 1109
-1038, 76, 1015
-1004, 43, 958
-963, 29, 904
-928, 7, 843
-928, 7, 843
-884, 2, 773
-848, 16, 725
-831, 32, 679
-805, 31, 620
-757, 44, 517
-757, 44, 517
-711, 24, 419
-684, -5, 379
-637, 11, 363
-615, 5, 327
-615, 5, 327
-593, -33, 283
-570, -70, 261
-539, -76, 277
-487, -53, 313
-420, -39, 342
-369, -35, 347
-,-,-
-1423, 198, 1340
-1435, 139, 1219
-1357, 130, 1179
-1267, 134, 1149
-1164, 135, 1145
-1076, 145, 1114
-1016, 134, 1059
-984, 90, 1039
-944, 88, 978
-902, 83, 885
-848, 91, 758
-848, 91, 758
-795, 105, 649
-759, 78, 579
-694, 60, 536
-636, 56, 505
-582, 49, 447
-534, 17, 370
-534, 17, 370
-506, -35, 311
-458, -62, 288
-398, -67, 297
-346, -78, 307
-,-,-
-1083, 239, 806
-1163, 204, 882
-1266, 178, 912
-1323, 192, 922
-1349, 183, 979
-1328, 197, 1084
-1294, 240, 1184
-1247, 278, 1237
-1188, 285, 1263
-1164, 241, 1217
-1136, 187, 1133
-1089, 156, 1043
-1035, 142, 940
-999, 125, 840
-973, 86, 740
-956, 45, 655
-922, 49, 614
-922, 49, 614
-879, 101, 600
-840, 105, 602
-794, 65, 571
-730, 50, 486
-665, 63, 389
-665, 63, 389
-625, 25, 336
-583, -33, 299
-517, -75, 270
-430, -26, 224
-366, -18, 184
-344, -55, 150
-349, -71, 100
-,-,-
-1232, 372, 789
-1420, 361, 943
-1595, 303, 1108
-1645, 289, 1254
-1598, 309, 1322
-1560, 273, 1327
-1522, 203, 1357
-1406, 158, 1333
-1247, 146, 1226
-1108, 125, 1069
-992, 92, 910
-905, 54, 780
-835, 33, 715
-777, 43, 642
-777, 43, 642
-740, 46, 560
-744, 23, 477
-774, -26, 419
-773, -63, 359
-758, -65, 309
-749, -69, 327
-743, -56, 393
-743, -56, 393
-742, -56, 444
-753, -81, 453
-772, -89, 451
-760, -90, 465
-731, -117, 480
-677, -112, 479
-581, -86, 438
-504, -71, 367
-441, -73, 290
-,-,-
-1085, 21, 710
-1192, 57, 816
-1267, 26, 871
-1377, -14, 979
-1455, -13, 1098
-1469, 6, 1166
-1397, 54, 1187
-1397, 54, 1187
-1280, 90, 1169
-1148, 106, 1139
-1039, 102, 1102
-987, 71, 1074
-990, 29, 1027
-1005, -28, 944
-1013, -91, 854
-1005, -134, 798
-964, -99, 783
-904, -56, 765
-852, -26, 749
-827, -21, 704
-852, -74, 656
-852, -74, 656
-853, -106, 591
-809, -91, 505
-727, -65, 421
-648, -45, 374
-560, -17, 375
-478, 21, 385
-414, 21, 379
-414, 21, 379
-370, -4, 350
-,-,-
-1295, 108, 968
-1365, 143, 1110
-1435, 168, 1206
-1475, 139, 1284
-1487, 65, 1325
-1435, 46, 1342
-1327, 82, 1349
-1179, 107, 1306
-1059, 91, 1162
-1059, 91, 1162
-1003, 18, 1013
-980, -32, 924
-915, -19, 876
-839, 7, 847
-835, -1, 796
-848, -13, 707
-827, -8, 630
-827, -8, 630
-788, 4, 584
-774, 16, 574
-774, 1, 577
-769, -16, 567
-737, -18, 531
-737, -18, 531
-699, -7, 491
-656, -36, 476
-624, -36, 456
-571, -21, 415
-524, -27, 355
-473, -47, 283
-432, -82, 228
-412, -110, 166
-,-,-
-1429, 122, 827
-1524, 92, 955
-1545, 32, 1142
-1498, 53, 1253
-1425, 68, 1232
-1341, 25, 1159
-1272, -45, 1075
-1199, -93, 1057
-1117, -99, 1073
-1040, -83, 1063
-996, -68, 1034
-933, -51, 973
-884, -42, 888
-823, -44, 816
-823, -44, 816
-767, -10, 767
-723, 29, 747
-691, 17, 741
-671, 6, 724
-629, 11, 689
-629, 11, 689
-594, 2, 642
-577, -19, 571
-578, -44, 504
-555, -52, 422
-498, -76, 333
-436, -107, 262
-379, -104, 179
-379, -104, 179
-,-,-
-1595, -64, 933
-1519, -86, 925
-1424, -63, 885
-1338, -26, 841
-1251, 0, 806
-1251, 0, 806
-1170, 6, 741
-1147, -25, 686
-1129, -64, 661
-1056, -64, 639
-953, -9, 613
-906, 10, 601
-909, -18, 589
-909, -18, 589
-887, -25, 537
-836, -51, 484
-783, -61, 428
-698, -27, 370
-609, 0, 291
-592, -10, 254
-564, -55, 287
-564, -55, 287
-527, -76, 319
-476, -61, 308
-426, -71, 275
-373, -74, 204
-336, -81, 181
-,-,-
-1438, 59, 612
-1448, 64, 627
-1484, 43, 686
-1503, 45, 717
-1490, 43, 747
-1438, 22, 759
-1363, 2, 765
-1363, 2, 765
-1288, 21, 730
-1158, 74, 683
-1048, 105, 644
-994, 78, 606
-945, 87, 565
-935, 88, 509
-935, 88, 509
-968, 41, 463
-966, 20, 453
-938, 43, 443
-942, 44, 429
-906, 35, 409
-906, 35, 409
-828, 35, 373
-750, 42, 316
-679, 68, 256
-646, 38, 236
-585, 13, 225
-585, 13, 225
-503, 17, 237
-469, 14, 237
-431, 18, 211
-,-,-
-1232, 198, 790
-1263, 202, 824
-1292, 208, 865
-1302, 183, 908
-1277, 169, 932
-1209, 199, 889
-1121, 213, 850
-1068, 206, 816
-1029, 176, 752
-965, 150, 682
-929, 134, 625
-945, 102, 605
-987, 59, 609
-987, 59, 609
-974, 61, 591
-937, 68, 554
-913, 84, 512
-909, 80, 498
-898, 69, 477
-898, 69, 477
-871, 52, 445
-823, 57, 394
-756, 54, 325
-710, 30, 260
-665, 17, 222
-665, 17, 222
-600, 9, 223
-511, 15, 236
-452, 10, 274
-,-,-
-1452, 89, 807
-1424, 134, 841
-1369, 160, 842
-1274, 145, 828
-1178, 145, 797
-1097, 165, 737
-1040, 177, 676
-1040, 177, 676
-996, 155, 631
-967, 129, 623
-938, 136, 588
-934, 122, 545
-945, 91, 509
-943, 54, 455
-901, 43, 410
-901, 43, 410
-864, 66, 399
-826, 72, 375
-804, 46, 339
-793, 13, 301
-736, 44, 306
-736, 44, 306
-696, 67, 347
-687, 39, 380
-684, 0, 376
-660, -25, 340
-599, -28, 298
-,-,-
-1519, 203, 818
-1441, 210, 810
-1338, 218, 806
-1234, 206, 775
-1155, 197, 734
-1068, 207, 681
-993, 193, 621
-963, 130, 548
-937, 87, 474
-937, 87, 474
-900, 86, 412
-865, 82, 408
-856, 68, 442
-853, 63, 469
-836, 84, 471
-836, 84, 471
-828, 75, 456
-837, 46, 424
-841, 13, 371
-821, 1, 348
-800, 11, 356
-800, 11, 356
-779, 29, 347
-741, 36, 308
-695, 31, 278
-665, 14, 289
-625, 6, 297
-625, 6, 297
-,-,-
-1239, 281, 538
-1221, 269, 560
-1286, 218, 633
-1334, 189, 721
-1322, 189, 796
-1301, 185, 859
-1281, 214, 890
-1248, 257, 921
-1220, 224, 927
-1220, 224, 927
-1194, 183, 903
-1181, 160, 862
-1139, 145, 801
-1084, 136, 786
-1042, 103, 774
-978, 85, 711
-942, 61, 660
-902, 64, 599
-870, 63, 562
-870, 63, 562
-844, 58, 523
-803, 88, 454
-777, 86, 397
-773, 63, 352
-760, 29, 358
-760, 29, 358
-703, 40, 378
-640, 74, 372
-618, 58, 341
-565, 28, 292
-490, 14, 238
-490, 14, 238
-,-,-
-1325, 181, 639
-1309, 132, 698
-1301, 103, 742
-1253, 106, 815
-1188, 136, 897
-1126, 171, 966
-1092, 189, 979
-1092, 189, 979
-1074, 159, 926
-1050, 131, 818
-1026, 109, 745
-1022, 91, 697
-1015, 84, 661
-997, 79, 615
-979, 69, 558
-981, 25, 549
-981, 25, 549
-978, 7, 588
-928, 46, 631
-921, 76, 676
-963, 89, 668
-987, 44, 602
-987, 44, 602
-992, -55, 495
-931, -102, 422
-804, -51, 422
-634, 34, 390
-501, 72, 353
-435, 50, 317
-,-,-
-1498, 172, 400
-1572, 236, 458
-1651, 255, 662
-1706, 198, 854
-1649, 191, 919
-1526, 183, 913
-1376, 170, 859
-1242, 165, 780
-1146, 158, 753
-1086, 161, 775
-1052, 157, 831
-1064, 130, 822
-1071, 96, 731
-1071, 96, 731
-1047, 70, 607
-987, 70, 511
-948, 60, 455
-903, 66, 395
-885, 31, 327
-835, 29, 287
-835, 29, 287
-765, 50, 290
-695, 64, 281
-650, 53, 232
-606, 10, 208
-606, 10, 208
-548, 7, 222
-504, 21, 227
-442, 11, 223
-399, -15, 216
-,-,-
-1461, 104, 706
-1528, 100, 781
-1543, 113, 894
-1537, 128, 942
-1501, 121, 941
-1426, 133, 900
-1321, 134, 877
-1197, 148, 828
-1119, 138, 744
-1050, 113, 698
-988, 89, 664
-988, 89, 664
-956, 69, 621
-907, 60, 612
-823, 123, 606
-796, 145, 592
-819, 106, 523
-833, 43, 428
-833, 43, 428
-832, 6, 404
-794, 24, 411
-772, 56, 416
-767, 35, 398
-767, 35, 398
-718, 12, 379
-632, 44, 350
-545, 80, 347
-511, 67, 361
-,-,-
-1562, 41, 670
-1627, 22, 698
-1624, 4, 777
-1573, 33, 848
-1481, 73, 862
-1360, 112, 858
-1223, 165, 831
-1223, 165, 831
-1094, 200, 757
-1006, 237, 678
-992, 192, 601
-1000, 126, 536
-947, 142, 505
-925, 142, 487
-961, 113, 437
-981, 87, 398
-979, 27, 397
-979, 27, 397
-947, -1, 420
-895, 13, 438
-827, 58, 450
-797, 42, 454
-783, -8, 449
-,-,-
-1224, 3, 434
-1243, 112, 434
-1332, 115, 551
-1398, 93, 727
-1417, 164, 860
-1437, 179, 951
-1437, 170, 999
-1409, 149, 984
-1351, 156, 954
-1282, 181, 919
-1213, 184, 903
-1115, 199, 871
-1012, 231, 812
-984, 213, 729
-984, 213, 729
-1026, 142, 619
-1053, 72, 517
-1062, 44, 447
-1038, 44, 440
-985, 88, 489
-946, 109, 533
-897, 108, 505
-810, 111, 457
-810, 111, 457
-710, 115, 454
-666, 80, 440
-625, 55, 401
-585, 21, 318
-516, 1, 206
-,-,-
-1421, 259, 347
-1480, 268, 455
-1522, 276, 560
-1523, 272, 639
-1516, 290, 711
-1466, 310, 775
-1406, 338, 820
-1381, 327, 831
-1363, 325, 789
-1354, 326, 731
-1345, 303, 693
-1349, 263, 667
-1328, 253, 647
-1305, 241, 606
-1264, 228, 530
-1264, 228, 530
-1226, 187, 462
-1137, 162, 389
-1029, 171, 335
-950, 184, 297
-919, 146, 319
-833, 153, 330
-722, 162, 342
-654, 127, 321
-562, 111, 259
-461, 85, 224
-461, 85, 224
-,-,-
-1276, 142, 478
-1467, 215, 439
-1635, 189, 473
-1735, 223, 622
-1790, 288, 780
-1824, 320, 924
-1807, 347, 1019
-1714, 351, 1059
-1572, 354, 1037
-1414, 354, 979
-1281, 344, 900
-1193, 314, 808
-1119, 274, 699
-1044, 248, 594
-1044, 248, 594
-1013, 213, 527
-1002, 202, 488
-980, 199, 482
-966, 205, 442
-976, 184, 380
-983, 152, 370
-926, 168, 366
-835, 196, 319
-768, 195, 299
-714, 195, 344
-714, 128, 344
-643, 109, 318
-539, 85, 257
-433, 59, 284
-,-,-
-1277, 191, 344
-1363, 224, 447
-1414, 247, 559
-1437, 298, 731
-1466, 357, 869
-1479, 385, 931
-1469, 398, 956
-1430, 387, 960
-1358, 401, 958
-1358, 401, 958
-1284, 393, 940
-1221, 381, 869
-1163, 341, 774
-1110, 328, 671
-1062, 322, 568
-1056, 277, 486
-1074, 249, 422
-1081, 224, 387
-1069, 203, 341
-1052, 221, 283
-1035, 227, 261
-968, 234, 282
-890, 231, 321
-803, 210, 354
-803, 210, 354
-706, 228, 332
-598, 216, 316
-,-,-
-1388, 252, 454
-1388, 252, 454
-1496, 244, 653
-1545, 260, 914
-1587, 340, 1042
-1578, 392, 1073
-1563, 376, 1098
-1500, 375, 1148
-1406, 395, 1188
-1294, 433, 1176
-1199, 428, 1074
-1138, 364, 924
-1126, 280, 791
-1136, 218, 685
-1103, 200, 622
-1080, 210, 572
-1067, 194, 556
-1033, 205, 560
-959, 257, 571
-892, 296, 575
-881, 290, 559
-877, 231, 530
-877, 231, 530
-840, 192, 495
-774, 169, 478
-718, 144, 458
-650, 123, 401
-586, 74, 332
-527, 59, 262
-440, 70, 238
-440, 70, 238
-371, 84, 216
-323, 72, 204
-295, 52, 201
-,-,-
-1463, 383, 872
-1505, 389, 927
-1505, 389, 927
-1500, 393, 943
-1469, 361, 950
-1413, 333, 918
-1326, 316, 861
-1229, 334, 794
-1156, 329, 762
-1089, 311, 750
-1030, 317, 746
-988, 318, 725
-971, 291, 671
-986, 240, 635
-1025, 181, 583
-1025, 179, 496
-972, 192, 424
-972, 192, 424
-943, 173, 390
-908, 160, 355
-851, 178, 301
-788, 213, 258
-756, 208, 243
-738, 160, 257
-711, 145, 262
-711, 145, 262
-672, 109, 257
-621, 84, 245
-526, 99, 212
-,-,-
-1276, 182, 405
-1290, 204, 401
-1338, 247, 428
-1363, 324, 512
-1405, 410, 633
-1494, 444, 807
-1600, 451, 946
-1600, 451, 946
-1645, 482, 1022
-1649, 483, 1051
-1617, 441, 1067
-1529, 403, 1057
-1399, 409, 1004
-1249, 440, 913
-1156, 411, 821
-1101, 336, 725
-1039, 307, 610
-991, 291, 530
-978, 263, 520
-964, 251, 527
-906, 265, 487
-819, 276, 434
-751, 238, 408
-704, 228, 330
-704, 228, 330
-644, 205, 297
-573, 194, 316
-527, 190, 329
-505, 148, 302
-437, 107, 232
-344, 102, 152
-276, 92, 112
-,-,-
-1323, 168, 346
-1376, 178, 413
-1421, 223, 496
-1450, 268, 580
-1450, 268, 580
-1457, 299, 690
-1476, 332, 820
-1522, 360, 931
-1553, 355, 953
-1535, 319, 957
-1486, 305, 959
-1403, 326, 956
-1325, 351, 949
-1234, 382, 907
-1161, 359, 832
-1119, 315, 753
-1093, 273, 658
-1051, 244, 550
-990, 239, 486
-933, 230, 506
-933, 230, 506
-900, 234, 532
-868, 248, 484
-823, 258, 383
-801, 215, 312
-777, 202, 280
-741, 209, 269
-721, 188, 257
-701, 165, 238
-701, 165, 238
-698, 143, 288
-653, 150, 306
-599, 154, 279
-539, 145, 242
-454, 153, 222
-,-,-
-1185, 363, 417
-1238, 342, 479
-1300, 334, 504
-1279, 318, 507
-1280, 309, 534
-1346, 290, 572
-1440, 262, 582
-1493, 282, 599
-1534, 295, 648
-1564, 297, 669
-1543, 291, 653
-1491, 283, 667
-1399, 306, 701
-1300, 356, 706
-1227, 382, 677
-1181, 355, 646
-1181, 355, 615
-1138, 315, 615
-1102, 301, 564
-1075, 277, 491
-1077, 221, 427
-1076, 176, 420
-1037, 187, 417
-969, 212, 409
-906, 213, 402
-883, 169, 370
-863, 137, 318
-789, 112, 286
-691, 112, 287
-691, 112, 287
-596, 132, 314
-511, 137, 335
-420, 124, 350
-,-,-
-904, 260, 42
-904, 260, 42
-996, 211, 101
-1106, 150, 128
-1206, 149, 168
-1292, 170, 290
-1351, 191, 424
-1403, 207, 536
-1463, 245, 640
-1496, 291, 755
-1520, 314, 804
-1547, 312, 811
-1539, 315, 828
-1539, 315, 828
-1481, 337, 838
-1411, 339, 831
-1349, 346, 814
-1295, 358, 799
-1255, 352, 782
-1239, 330, 722
-1220, 291, 636
-1218, 233, 595
-1172, 222, 616
-1068, 263, 626
-990, 287, 615
-950, 251, 583
-892, 210, 524
-892, 210, 524
-805, 190, 457
-682, 201, 415
-558, 199, 381
-450, 190, 304
-370, 154, 224
-299, 133, 160
-257, 112, 124
-245, 77, 109
-,-,-
-1427, 334, 629
-1433, 327, 681
-1423, 346, 706
-1423, 346, 706
-1407, 350, 730
-1346, 358, 729
-1264, 363, 715
-1199, 334, 681
-1156, 295, 622
-1126, 260, 559
-1077, 220, 508
-1032, 190, 441
-981, 185, 401
-957, 180, 401
-911, 190, 381
-861, 201, 355
-861, 201, 355
-798, 228, 371
-779, 221, 373
-772, 203, 323
-744, 187, 281
-706, 176, 263
-681, 188, 258
-679, 166, 250
-707, 102, 205
-707, 102, 205
-704, 85, 155
-672, 99, 182
-637, 102, 227
-584, 111, 253
-508, 144, 246
-459, 125, 276
-,-,-
-1225, 166, 305
-1300, 134, 320
-1300, 134, 320
-1317, 218, 318
-1293, 321, 434
-1325, 298, 629
-1409, 286, 734
-1464, 341, 803
-1497, 361, 887
-1515, 355, 920
-1500, 346, 937
-1442, 373, 950
-1368, 385, 956
-1293, 403, 917
-1208, 436, 843
-1147, 435, 797
-1121, 383, 762
-1104, 378, 685
-1093, 350, 630
-1093, 350, 630
-1061, 319, 596
-1004, 308, 579
-989, 289, 547
-1006, 240, 532
-999, 213, 505
-940, 235, 465
-862, 226, 422
-797, 165, 380
